"eco_values","species","longitude","latitude","occurrence_id","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id.1","temp","precip","NDVI"
102,"Ranunculus acris",7.01296,46.79287,4221,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",607,1352,14.1653846153847,80.6923076923077,0.74248
102,"Osmia bicornis",6.637484,46.551565,2756,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",696,1353,13.1115384615384,99.6153846153846,0.69038
102,"Apis mellifera",6.637307,46.551607,2109,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",696,1354,13.1115384615384,99.6153846153846,0.60568
102,"Osmia bicornis",7.40569,47.10849,2839,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",582,1355,14.1038461538462,72.3076923076923,0.5549
102,"Corylus avellana",6.75161288,46.59885661,5039,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",744,1356,13.073076923077,104.538461538462,0.70336
102,"Apis mellifera",8.698424,47.46074,394,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",568,1357,14.4269230769231,78.3076923076923,0.64496
102,"Osmia bicornis",9.00221,47.63762,3005,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",616,1358,13.3115384615385,69.6923076923077,0.74698
102,"Prunus spinosa",6.7516,46.74661,4452,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",717,1359,13.4115384615384,84,0.61512
102,"Prunus spinosa",6.7515602,46.5988771,5207,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",744,1360,13.073076923077,104.538461538462,0.70336
102,"Corylus avellana",6.68805,46.61127,3277,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",833,1361,12.55,100.615384615385,0.71976
102,"Apis mellifera",6.637534,46.551689,2010,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",696,1362,13.1115384615384,99.6153846153846,0.69038
102,"Apis mellifera",6.6613727578,46.5436704235,4795,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",727,1363,12.95,106.076923076923,0.41628
102,"Corylus avellana",6.743926,46.582617,3498,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",794,1364,12.673076923077,110.615384615385,0.59046
102,"Corylus avellana",6.81703,46.74699,3803,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",666,1365,13.873076923077,84.5384615384615,0.62774
102,"Osmia bicornis",8.66543,47.46178,2486,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",588,1366,14.2807692307692,78.3076923076923,0.71598
102,"Corylus avellana",8.19679,47.15098,3290,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",655,1367,13.3115384615385,95.3076923076923,0.58844
102,"Apis mellifera",7.364199,47.009548,1891,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",660,1368,13.5346153846154,86.5384615384615,0.57236
102,"Corylus avellana",6.75389,46.56671,3785,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",823,1369,12.4807692307693,112,0.71928
102,"Corylus avellana",7.47159,47.15347,3702,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",539,1370,14.1576923076923,77.1538461538462,0.85594
102,"Osmia bicornis",9.06873,47.63671,3018,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",587,1371,13.3269230769231,72.0769230769231,0.61724
102,"Corylus avellana",6.75217,46.70164,3584,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",770,1372,13.1423076923077,88.3846153846154,0.61072
102,"Ranunculus acris",7.07845,46.79309,4022,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",681,1373,13.6807692307693,85.6153846153846,0.54242
102,"Osmia bicornis",7.07815,46.83807,3017,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",619,1374,13.9115384615385,82,0.5672
102,"Prunus spinosa",6.94165,47.42223,4409,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",595,1375,13.6653846153847,90.1538461538462,0.61904
102,"Osmia bicornis",7.47154,47.06352,3026,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",581,1376,14.1346153846154,71.7692307692308,0.68472
102,"Apis mellifera",6.637612,46.551779,2097,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",696,1377,13.1115384615384,99.6153846153846,0.69038
102,"Corylus avellana",7.14344,46.88324,3260,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",599,1378,14.1423076923077,75.9230769230769,0.76284
102,"Corylus avellana",6.62347,46.56585,3089,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",679,1379,13.3884615384616,95.1538461538462,0.66208
102,"Corylus avellana",6.75332,46.61169,3788,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",740,1380,13.1269230769231,100.615384615385,0.69192
103,"Osmia bicornis",7.93392,47.24236,2716,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",516,1381,14.2346153846154,74.7692307692308,0.7215
103,"Apis mellifera",8.458726,47.499522,1459,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",462,1382,15.05,74.1538461538462,0.6315
103,"Corylus avellana",6.580297,46.523983,3443,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",393,1383,14.9423076923077,81.9230769230769,0.6412
103,"Prunus spinosa",7.593401,46.810247,4781,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",571,1384,14.1038461538462,82,0.7778
103,"Osmia bicornis",7.73681,47.42292,2946,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",545,1385,14.1346153846154,65.6153846153846,0.75918
103,"Apis mellifera",7.460408,46.992568,86,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",550,1386,14.3423076923077,73,0.61546
103,"Prunus spinosa",8.512497,47.409217,4447,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",516,1387,14.7730769230769,69.6153846153846,0.70748
103,"Prunus spinosa",7.096883,46.13387,4670,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",579,1388,13.5730769230769,79.9230769230769,0.67732
103,"Apis mellifera",8.532478,47.279408,610,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",592,1389,13.6961538461539,98.6923076923077,0.66886
103,"Apis mellifera",8.461321,47.33032,1371,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",533,1390,14.5576923076923,82,0.74212
103,"Apis mellifera",6.98511,46.31866,2282,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",514,1391,13.8346153846155,85.9230769230769,0.68018
103,"Apis mellifera",8.307563,47.030411,1545,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",466,1392,14.6192307692309,97,0.77328
103,"Apis mellifera",8.822521,47.467594,1170,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",695,1393,13.3653846153846,77.6923076923077,0.82322
103,"Apis mellifera",7.084937,46.114722,161,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",459,1394,15.3423076923077,70,0.69836
103,"Apis mellifera",8.851333,47.295853,177,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",604,1395,13.8500000000001,101.384615384615,0.68058
103,"Apis mellifera",9.408628,46.832139,1,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",688,1396,13.7884615384616,70.2307692307692,0.6675
103,"Prunus spinosa",6.546053,46.52228,4614,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",383,1397,14.9346153846154,85.3076923076923,0.60724
103,"Apis mellifera",8.790226,47.305679,98,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",556,1398,14.3576923076923,85.5384615384615,0.73546
103,"Prunus spinosa",7.772055,47.512743,4645,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",380,1399,15.1423076923077,68.8461538461538,0.60394
103,"Prunus spinosa",8.430637,47.171384,4602,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",459,1400,14.7576923076924,85.3076923076923,0.59118
103,"Apis mellifera",7.216518,47.143005,1124,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",894,1401,12.0961538461539,96.1538461538462,0.66672
103,"Apis mellifera",7.658065,46.996735,1409,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",606,1402,13.6807692307693,87.7692307692308,0.7447
103,"Apis mellifera",7.764441,47.293035,76,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",440,1403,14.6884615384616,75.2307692307692,0.57272
103,"Osmia bicornis",8.292309,47.491482,2637,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",411,1404,15.1807692307693,77.5384615384615,0.56222
103,"Apis mellifera",7.655824,47.261479,923,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",516,1405,14.1192307692307,83.0769230769231,0.76406
103,"Apis mellifera",7.210508,47.093319,631,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",451,1406,14.7192307692308,78.6153846153846,0.55236
103,"Osmia bicornis",7.07663,47.06295,2670,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",513,1407,14.5192307692308,88.4615384615385,0.72474
103,"Apis mellifera",8.532428,47.279362,607,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",592,1408,13.6961538461539,98.6923076923077,0.66886
103,"Prunus spinosa",6.926307,47.123106,4478,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",867,1409,11.8038461538462,96.8461538461538,0.7219
103,"Apis mellifera",6.873785,47.013679,567,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",775,1410,12.673076923077,98.8461538461538,0.66956
103,"Osmia bicornis",6.75446,46.52173,2835,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",683,1411,13.1192307692308,110.769230769231,0.7597
103,"Apis mellifera",7.055367,46.646824,1622,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",759,1412,13.0423076923077,93.6153846153846,0.6673
103,"Apis mellifera",8.073595,47.167195,405,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",513,1413,14.2500000000001,81.0769230769231,0.71538
103,"Apis mellifera",8.424462,47.420382,531,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",482,1414,14.8346153846154,67.7692307692308,0.7365
103,"Apis mellifera",8.97642,47.429122,208,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",603,1415,13.4115384615386,83.9230769230769,0.73014
103,"Prunus spinosa",8.631566,47.272597,4581,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",426,1416,15.1730769230769,77.1538461538462,0.5975
103,"Corylus avellana",8.582971,47.579405,3566,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",342,1417,15.5576923076924,64.6923076923077,0.74038
103,"Prunus spinosa",7.360142,47.372039,4491,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",439,1418,14.7500000000001,67.5384615384615,0.68746
103,"Osmia bicornis",6.81442,46.97186,2506,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",706,1419,13.0961538461539,95.3846153846154,0.75204
103,"Prunus spinosa",7.569295,46.30658,4465,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",570,1420,14.5500000000001,59.4615384615385,0.65176
103,"Corylus avellana",7.53802,47.42326,3387,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",366,1421,15.0884615384616,60.6923076923077,0.6774
103,"Prunus spinosa",8.306361,47.029285,4428,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",454,1422,14.6192307692309,97,0.71788
103,"Apis mellifera",8.458894,47.499717,1390,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",462,1423,15.05,74.1538461538462,0.6315
103,"Apis mellifera",8.307359,47.030481,1431,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",454,1424,14.6192307692309,97,0.71788
103,"Prunus spinosa",8.242768,47.504947,4550,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",349,1425,15.2038461538462,72.4615384615385,0.68088
103,"Apis mellifera",8.867785,47.583449,2285,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",428,1426,14.5730769230769,63.9230769230769,0.69844
103,"Prunus spinosa",6.497393,46.61325,4472,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",584,1427,13.7961538461539,82.0769230769231,0.70586
103,"Apis mellifera",8.868083,47.583664,2287,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",428,1428,14.5730769230769,63.9230769230769,0.69844
103,"Apis mellifera",8.703067,47.35863,588,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",454,1429,14.9423076923077,71.7692307692308,0.68266
103,"Prunus spinosa",8.529304,47.715515,4569,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",601,1430,14.1576923076923,74.7692307692308,0.69028
103,"Apis mellifera",7.755529,47.290856,78,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",444,1431,14.673076923077,73,0.65928
103,"Apis mellifera",8.306844,47.030764,1117,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",452,1432,14.6192307692309,97,0.71788
103,"Apis mellifera",8.380353,47.409642,1279,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",410,1433,15.1961538461539,75.5384615384615,0.67086
103,"Prunus spinosa",8.298205,47.031205,4573,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",459,1434,14.5961538461539,97.6153846153846,0.34268
103,"Osmia bicornis",9.276531,47.378599,2414,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",767,1435,12.273076923077,105.307692307692,0.71794
103,"Apis mellifera",7.156794,46.792931,1485,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",629,1436,13.8961538461539,78.3076923076923,0.60494
103,"Apis mellifera",7.028028,47.009363,29,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",428,1437,14.7730769230769,82.6153846153846,0.4672
103,"Apis mellifera",7.45982,47.017777,152,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",557,1438,14.3653846153846,72.7692307692308,0.52732
103,"Apis mellifera",8.868968,47.585219,2257,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",458,1439,14.5730769230769,63.9230769230769,0.69844
103,"Apis mellifera",8.307241,47.029577,1246,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",454,1440,14.6192307692309,97,0.71788
103,"Osmia bicornis",8.454933,47.362224,2664,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",544,1441,14.4576923076924,75.8461538461538,0.7833
103,"Apis mellifera",7.667859,46.312324,356,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",906,1442,12.3192307692308,69.8461538461538,0.49774
103,"Corylus avellana",9.15802,46.28585,3475,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1232,1443,9.38076923076932,113.076923076923,0.8053
103,"Ranunculus acris",6.94208,47.37726,4232,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",587,1444,13.7038461538461,89.6153846153846,0.60472
103,"Osmia bicornis",7.86861,47.33256,2748,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",423,1445,14.2807692307692,79.4615384615385,0.75434
103,"Apis mellifera",7.083954,46.584729,482,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",765,1446,13.2576923076923,78.0769230769231,0.70216
103,"Apis mellifera",8.671609,47.586793,240,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",414,1447,15.2269230769231,61.5384615384615,0.60316
103,"Prunus spinosa",8.190912,47.383193,4613,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",470,1448,14.7576923076924,69.5384615384615,0.71018
103,"Apis mellifera",8.458849,47.499536,1456,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",462,1449,15.05,74.1538461538462,0.6315
103,"Apis mellifera",7.473913,46.950355,728,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",572,1450,14.2269230769232,69.5384615384615,0.62576
103,"Osmia bicornis",8.523,47.615222,2551,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",471,1451,14.9653846153847,70.3846153846154,0.73614
103,"Osmia bicornis",8.00138,47.37697,2755,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",370,1452,14.95,77.8461538461538,0.56854
103,"Prunus spinosa",6.566697,46.721872,4739,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",436,1453,14.8807692307692,69.6923076923077,0.60066
103,"Apis mellifera",7.515061,47.510639,328,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",370,1454,15.1961538461539,62.8461538461538,0.66186
103,"Prunus spinosa",8.272593,47.318648,4378,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",519,1455,14.3653846153846,76.7692307692308,0.63654
103,"Corylus avellana",8.20321,47.60067,3892,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",384,1456,15.0115384615385,76.5384615384615,0.65544
103,"Apis mellifera",6.075431,46.242595,1209,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",426,1457,15.7653846153847,90.9230769230769,0.5699
103,"Prunus spinosa",7.494933,47.484008,4583,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",448,1458,14.8346153846154,66.1538461538462,0.67478
103,"Apis mellifera",6.884155,46.47526,2277,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",615,1459,13.3961538461539,94.0769230769231,0.66524
103,"Apis mellifera",8.223166,47.535458,1306,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",343,1460,15.1961538461539,78.1538461538462,0.46406
103,"Apis mellifera",7.36264,46.882845,377,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",620,1461,13.7500000000001,78.5384615384615,0.75642
103,"Apis mellifera",7.104724,46.139927,2241,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",617,1462,14.6884615384615,77.9230769230769,0.68014
103,"Osmia bicornis",7.01117,47.01775,2562,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",467,1463,14.5500000000001,90.3846153846154,0.34108
103,"Corylus avellana",7.40572,47.06352,3293,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",512,1464,14.4653846153847,68.2307692307692,0.60094
103,"Apis mellifera",9.433021,46.83434,97,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",583,1465,13.5423076923077,73.0769230769231,0.55292
103,"Osmia bicornis",7.183612,46.808296,2405,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",681,1466,13.5115384615385,80.8461538461538,0.53508
103,"Ranunculus acris",8.484525,47.055345,4227,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1710,1467,7.13461538461542,165.692307692308,0.70018
103,"Apis mellifera",8.307413,47.030806,1435,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",465,1468,14.6192307692309,97,0.71788
103,"Apis mellifera",8.307477,47.030542,1436,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",466,1469,14.6192307692309,97,0.71788
103,"Apis mellifera",6.762213,46.486038,345,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",596,1470,13.7115384615385,97.1538461538462,0.68132
103,"Prunus spinosa",8.948062,47.591441,4474,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",400,1471,14.7115384615385,63.6153846153846,0.74528
